price_aprox_usd,surface_covered_in_m2,lat,lon,neighborhood
89000,40,-34.6234917,-58.3770467,San Telmo
82000,38,-34.6046683,-58.4579128,Caballito
80600,39,-34.6233348,-58.3748384,San Telmo
97000,33,-34.54960665,-58.46918112,Nuñez
80000,37,-34.6210252,-58.4332695,Caballito
75000,40,-34.6425051,-58.504856,Villa Luro
92669.32,33,-34.6233906,-58.3981259,San Cristobal
128000,51,-34.554763,-58.453853,Belgrano
214000,58,-34.5833867,-58.4516194,Chacarita
71500,33,-34.577168,-58.538654,Caballito
99500,36,-34.629896,-58.437438,Parque Chacabuco
143000,83,-34.6165504,-58.3838114,Monserrat
101000,45,-34.6150121,-58.3790009,Monserrat
210000,72,-34.58611647,-58.414506,Palermo
146000,57,-34.62233989,-58.40853223,San Cristobal
233200,78,-34.597769,-58.42644,Villa Crespo
112700,50,-34.6194965,-58.4640892,Flores
160000,54,-34.57301394,-58.42951008,Palermo
95000,40,-34.6047969,-58.454126,Villa Crespo
259000,81,-34.5915339,-58.398222,Recoleta
93583,31,-34.595916,-58.408314,Recoleta
89000,43,-34.63099,-58.4201892,Boedo
54297.9,36,-34.6323335,-58.475645,Floresta
124267,47,-34.570884,-58.4886936,Villa Urquiza
85000,35,-34.6150732,-58.3792849,Monserrat
140000,70,-34.6333237,-58.3600617,Boca
210000,60,-34.5972965,-58.4308423,Palermo
168781,54,-34.5671066,-58.4723916,Villa Urquiza
115000,88,,,
125000,43,-34.5729054,-58.4517992,Colegiales
165000,56,-34.557199,-58.480847,Saavedra
85000,39,-34.5982525,-58.4303011,Villa Crespo
360000,66,-34.5947219,-58.3939969,Recoleta
62000,45,-34.6699098,-58.5023489,Mataderos
173080,95,-34.570884,-58.488694,Villa Urquiza
142000,45,-34.582317,-58.4057003,Palermo
132000,50,-34.547829,-58.471529,Nuñez
165344.69,56,-34.6264398,-58.4594193,Flores
217500,65,-34.62818,-58.429483,Caballito
107192,40,-34.570884,-58.4886936,Villa Urquiza
62636,42,-34.637701,-58.400216,Parque Patricios
70000,46,-34.6162622,-58.4044354,Balvanera
175000,80,-34.6107501,-58.4746933,Villa General Mitre
72000,36,-34.6317798,-58.3714702,Barracas
170000,100,-34.6083588,-58.3977644,Balvanera
100000,33,-34.5817888,-58.449509,Colegiales
340000,95,-34.58259814,-58.42230955,Palermo
98000,34,-34.5859299,-58.4404055,Palermo
85118.97,42,-34.631591,-58.370191,Barracas
365000,81,-34.6269408,-58.3725301,San Telmo
105000,34,-34.598084,-58.41701,Palermo
165000,44,-34.5879341,-58.4144257,Palermo
106000,60,-34.6318743,-58.4839401,Velez Sarsfield
84000,44,-34.6207414,-58.4047617,San Cristobal
90000,49,-34.631585,-58.362934,Boca
85000,37,-34.62301,-58.3954919,Barracas
75000,50,-34.638999,-58.50423,Villa Luro
85000,32,-34.5818364,-58.4512878,Colegiales
225000,86,-34.6095289,-58.4245895,Almagro
153000,41,-34.62233989,-58.40853223,San Cristobal
101750,39,-34.629478,-58.45214,Caballito
71194,32,-34.5859985,-58.4544363,Chacarita
95000,36,-34.6303192,-58.4008815,Parque Patricios
135000,82,-34.62327549,-58.37408551,San Telmo
123000,78,,,Floresta
70000,31,,,
90000,50,-34.5635682,-58.4916086,Villa Urquiza
222700,78,-34.597769,-58.42644,Villa Crespo
93425,33,-34.6371994,-58.4391556,Caballito
85000,40,-34.612234,-58.386136,Monserrat
121163,47,,,San Telmo
57000,35,-34.633062,-58.35832,Boca
64000,31,-34.6158915,-58.4957847,Villa del Parque
156400,31,-34.5797009,-58.4340915,Palermo
99900,41,-34.61903,-58.5033054,Monte Castro
270000,91,-34.5824961,-58.4102772,Recoleta
125000,48,-34.61972743,-58.42423906,Almagro
149000,71,-34.60830046,-58.44208487,Caballito
115000,58,-34.6096418,-58.418654,Almagro
118110,47,,,San Telmo
120000,39,-34.59397826,-58.44095909,Palermo
290000,98,-34.577504,-58.422289,Palermo
193853,65,-34.5731507,-58.482362,Villa Urquiza
122000,66,-34.57627886,-58.43515162,Palermo
249000,81,-34.570833,-58.4803271,Villa Urquiza
105000,47,-34.5971971,-58.3901412,Barrio Norte
176900,44,-34.5829764,-58.4208597,Palermo
129000,43,-34.567095,-58.4522701,Belgrano
79900,40,-34.601051,-58.416345,Almagro
97000,33,-34.60371374,-58.38158089,Nuñez
109500,50,-34.561743,-58.491511,Villa Urquiza
240000,50,-34.61603471,-58.36185164,Puerto Madero
74000,33,-34.62664,-58.425786,Boedo
135200,51,-34.5851,-58.441343,Palermo
108047.3,36,-34.596441,-58.440303,Villa Crespo
137000,51,-34.580146,-58.4648168,Colegiales
76000,36,-34.6281162,-58.461324,Flores
100000,40,-34.5945508,-58.4421781,Villa Crespo
95694.72,48,-34.631591,-58.370191,Barracas
111000,45,,,
149000,65,-34.5949108,-58.4078106,Recoleta
204000,63,-34.54179,-58.476815,Nuñez
70000,39,-34.5851531,-58.4632501,Villa Ortuzar
164000,52,-34.584179,-58.440216,Palermo
255000,100,-34.5819649,-58.406838,Recoleta
81480,37,-34.6256447,-58.4611155,Flores
220000,82,-34.598486,-58.38414,Barrio Norte
55000,43,-34.6389662,-58.3590032,Boca
55000,35,-34.6186349,-58.478887,Flores
90000,32,-34.5856221,-58.4409353,Villa Crespo
125000,65,-34.637145,-58.411732,Parque Patricios
110000,57,-34.616486,-58.375979,San Telmo
112000,56,-34.6021531,-58.4342998,Villa Crespo
90000,45,-34.6856698,-58.4817763,Villa Lugano
195000,56,-34.625884,-58.4342905,Caballito
98000,50,-34.56648734,-58.48938007,Villa Urquiza
154500,49,-34.597769,-58.42644,Villa Crespo
92000,44,-34.6234793,-58.37716,San Telmo
150000,80,-34.6003579,-58.4372479,Villa Crespo
73900,36,-34.598076,-58.491578,Villa Devoto
93000,40,-34.5840778,-58.4228061,Palermo
170000,67,-34.6205573,-58.4650952,Flores
129000,40,-34.5605032,-58.46487789,Belgrano
152000,52,-34.585554,-58.416574,Palermo
70000,33,-34.5462698,-58.4710585,Nuñez
140000,83,-34.57899414,-58.42557111,Palermo
255000,46,-34.616821,-58.361728,Puerto Madero
145000,72,-34.5965341,-58.3809608,Barrio Norte
75572.85,35,-34.5538467,-58.4920942,Saavedra
189000,90,-34.577168,-58.538654,Villa del Parque
200000,82,-34.5683283,-58.4719439,Belgrano
271000,63,-34.5679842,-58.4337564,Las Cañitas
250000,65,-34.5953421,-58.40541088,Recoleta
127000,45,-34.5877864,-58.5110465,Agronomía
60000,45,-34.632413,-58.370082,Barracas
92000,60,-34.639925,-58.438406,Parque Chacabuco
116533,32,-34.5525338,-58.4512771,Belgrano
94000,43,-34.6137933,-58.4831803,Villa Santa Rita
125000,60,-34.598958,-58.379758,San Nicolás
266761.37,81,-34.56822,-58.458337,Belgrano
70000,37,-34.625227,-58.457758,Flores
125000,58,-34.5931886,-58.4246144,Palermo
113360,42,-34.544171,-58.478875,Saavedra
155000,64,-34.546435,-58.468949,Nuñez
169000,59,-34.62233989,-58.40853223,San Cristobal
125000,41,-34.5709649,-58.4403013,Palermo
94830,31,-34.60144875,-58.39712529,Barrio Norte
147000,61,-34.553811,-58.453759,Belgrano
105302,33,-34.6212158,-58.4035735,San Cristobal
142500,74,-34.6045433,-58.4182362,Almagro
375000,76,-34.5600767,-58.4463618,Belgrano
70000,36,-34.6122578,-58.4149356,Almagro
206000,60,-34.563649,-58.465379,Belgrano
92000,36,-34.5944575,-58.4432275,Villa Crespo
26770.84,38,-34.62669607,-58.42485639,Boedo
78900,48,-34.617005,-58.387558,Monserrat
175000,53,-34.6343737,-58.3712215,Barracas
110000,45,,,
209000,82,-34.5679696,-58.4487838,Belgrano
79700,31,-34.62300764,-58.39135634,Monserrat
145000,57,-34.5963907,-58.4116606,Palermo
72800,35,-34.617228,-58.457265,Caballito
136000,44,-34.597824,-58.416438,Palermo
82500,31,-34.633021,-58.370341,Barracas
79581.17,42,-34.6321116,-58.3703982,Barracas
182000,59,-34.6295084,-58.4347383,Caballito
64766.58,39,-34.620683,-58.396645,San Cristobal
108000,50,-34.6177506,-58.3829977,Centro / Microcentro
185000,100,-34.61121,-58.430751,Caballito
183500,60,-34.5854115,-58.4434737,Palermo
150000,44,-34.5790338,-58.438252,Palermo
237000,90,-34.5735299,-58.4409786,Belgrano
107000,52,-34.616667,-58.45,Caballito
129000,58,-34.56320977,-58.46908528,Belgrano
135000,56,-34.570595,-58.484173,Villa Urquiza
125000,38,-34.590165,-58.400558,Recoleta
99000,67,-34.62969,-58.370891,Barracas
96000,38,-34.59655866,-58.4198319,Palermo
130000,66,-34.6062505,-58.4415822,Caballito
175000,50,-34.59349935,-58.39768311,Recoleta
126900,44,-34.62408,-58.4307,Caballito
89900,39,-34.600927,-58.437438,Villa Crespo
159500,66,-34.59558774,-58.44108858,Villa Crespo
139500,55,-34.5940365,-58.4438046,Villa Crespo
260000,97,-34.6023874,-58.429063,Almagro
260000,45,-34.621484,-58.360963,Puerto Madero
82000,43,-34.62921376,-58.39982507,Parque Patricios
109500,47,-34.596667,-58.381232,Retiro
132000,51,-34.55760802,-58.48058258,Saavedra
198000,90,-34.6099028,-58.431512,Caballito
155000,80,-34.6117395,-58.4739117,Villa General Mitre
249000,74,-34.61979041,-58.43438789,Caballito
135000,41,-34.54962,-58.454711,Nuñez
112320,42,-34.544171,-58.478875,Saavedra
93600,36,-34.586191,-58.440431,Palermo
149000,62,-34.60371374,-58.38158089,Villa Crespo
135000,48,-34.6230978,-58.466323,Flores
70000,31,-34.609251,-58.431375,Caballito
150000,65,,,Belgrano
194100,72,-34.5720808,-58.4825026,Villa Urquiza
119000,53,-34.631546,-58.441433,Parque Chacabuco
70000,36,-34.6049101,-58.4154542,Almagro
98000,59,-34.61051306,-58.39438721,Congreso
79900,45,-34.6308205,-58.4695944,Flores
120000,70,-34.6323606,-58.3732828,Barracas
82400,32,-34.5644917,-58.4723786,Palermo
203000,70,-34.572641,-58.474684,Villa Urquiza
112700,46,,,Floresta
85000,44,-34.627564,-58.4109898,Boedo
207700,60,-34.5982958,-58.4173784,Abasto
125000,50,-34.6240354,-58.4042052,Balvanera
130730.17,50,-34.626917,-58.425295,Boedo
210000,99,-34.559658,-58.461664,Belgrano
105500,46,-34.60808733,-58.43089266,Parque Centenario
153000,78,-34.5686083,-58.4677387,Belgrano
155000,39,-34.5861553,-58.4300609,Palermo
65000,46,,,Constitución
84500,35,-34.6244262,-58.3973636,San Cristobal
209990,76,-34.5723206,-58.4335469,Palermo
300000,100,-34.6212284,-58.3683401,San Telmo
235000,83,-34.58467385,-58.40025938,Barrio Norte
275000,86,-34.5673888,-58.4480445,Belgrano
225000,97,-34.6039694,-58.4383643,Caballito
156000,83,,,Paternal
118000,71,-34.61838795,-58.42565339,Almagro
85000,37,-34.549965,-58.4659,Nuñez
82211.96,32,-34.62958652,-58.44134011,Parque Chacabuco
85000,40,-34.639032,-58.503277,Villa Luro
74500,38,-34.5976128,-58.4440083,Villa Crespo
180000,70,-34.60870821,-58.42562682,Almagro
99975,33,-34.5687846,-58.4768939,Villa Urquiza
165000,60,-34.5402985,-58.4692078,Nuñez
93468,38,-34.6233348,-58.3748384,San Telmo
75000,34,-34.607282,-58.40135,Balvanera
100000,43,-34.620947,-58.449528,Caballito
170000,46,-34.5718525,-58.4471998,Belgrano
95000,34,-34.58478,-58.477444,Villa Urquiza
50000,40,-34.54435,-58.47946,Saavedra
83160,37,-34.6256447,-58.4611155,Flores
165000,75,-34.63289,-58.361928,Boca
280000,98,-34.5895313,-58.4095194,Palermo
110000,47,-34.584411,-58.507025,Villa Pueyrredón
99000,74,-34.6072023,-58.4035194,Balvanera
80000,35,-34.60682421,-58.41664928,Almagro
125000,60,-34.6002337,-58.4527474,Villa Crespo
105000,39,-34.55281545,-58.46810015,Nuñez
84000,33,,,Coghlan
180000,87,-34.57187621,-58.48779718,Villa Urquiza
187000,86,-34.587953,-58.414446,Palermo
85000,33,-34.6109658,-58.4179627,Almagro
90000,43,-34.6157105,-58.3916741,Balvanera
110000,35,-34.6161011,-58.4110759,Balvanera
135000,60,-34.6321335,-58.4690249,Flores
145000,79,,,Boca
248000,88,-34.559524,-58.455898,Belgrano
92000,45,-34.555898,-58.479251,Saavedra
89500,40,-34.6202466,-58.4165902,Almagro
160000,62,-34.61081946,-58.41644927,Once
123000,43,-34.5817888,-58.449509,Colegiales
105000,44,-34.556862,-58.457876,Belgrano
104000,55,-34.6016125,-58.3874235,Tribunales
155000,77,-34.610198,-58.441065,Villa Crespo
158000,77,-34.596756,-58.381452,Retiro
97000,71,-34.611701,-58.438747,Caballito
98000,35,-34.5502415,-58.4676781,Nuñez
58000,55,,,Villa Lugano
107000,48,-34.5562825,-58.4790126,Nuñez
78000,36,-34.616433,-58.477478,Villa del Parque
64000,34,-34.648885,-58.484774,Parque Avellaneda
125000,50,-34.63175169,-58.48488717,Floresta
85000,48,-34.6308299,-58.459903,Flores
191134,71,-34.54179,-58.476815,Nuñez
112000,60,-34.6103745,-58.399023,Congreso
177000,52,-34.582143,-58.448764,Palermo
120000,37,-34.5596996,-58.4468228,Belgrano
140000,46,-34.5541654,-58.4655168,Nuñez
126360,41,-34.5710926,-58.4846052,Villa Urquiza
85500,38,-34.60371374,-58.38158089,Abasto
88000,33,-34.59231593,-58.43381757,Palermo
88500,34,-34.577097,-58.452137,Colegiales
58904,38,-34.631255,-58.370463,Barracas
170000,84,-34.547057,-58.460419,Nuñez
115000,80,-34.60673143,-58.40066201,Balvanera
75000,48,-34.621434,-58.390198,San Cristobal
69500,38,-34.620866,-58.509493,Villa Devoto
139000,42,-34.597769,-58.42644,Villa Crespo
98000,39,-34.625268,-58.454082,Caballito
130000,41,-34.600269,-58.4090862,Barrio Norte
148000,74,-34.6118423,-58.4116076,Balvanera
74000,33,-34.56532092,-58.4716025,Coghlan
129000,90,-34.6135876,-58.4107896,Almagro
78000,37,-34.6113848,-58.4073279,Once
130000,47,-34.62423522,-58.36963838,San Telmo
135000,65,-34.603207,-58.434161,Caballito
115000,50,-34.5848438,-58.5041771,Villa Pueyrredón
125000,39,-34.5495516,-58.4541462,Nuñez
132000,65,-34.62137802,-58.44698262,Caballito
369500,98,-34.62818,-58.429483,Caballito
155000,80,-34.567609,-58.472414,Belgrano
77000,45,-34.5655338,-58.4788297,Villa Urquiza
69000,39,-34.618305,-58.394136,San Cristobal
269000,86,-34.572804,-58.420937,Palermo
159000,84,-34.60950641,-58.39565322,Congreso
71400,40,-34.589676,-58.490095,Agronomía
120000,43,-34.54785872,-58.44820929,Belgrano
162000,50,-34.5574837,-58.4806697,Saavedra
105000,32,-34.61564134,-58.43636989,Caballito
297638,72,-34.5525338,-58.4512771,Belgrano
75000,39,-34.628888,-58.365579,Boca
120000,72,-34.6278223,-58.3605432,Boca
170000,70,-34.58934,-58.42761,Palermo
169000,64,-34.625837,-58.372437,San Telmo
115000,50,-34.60293954,-58.39839186,Once
240000,85,-34.559393,-58.460462,Belgrano
110000,49,-34.595929,-58.444068,Villa Crespo
85000,40,-34.6372552,-58.501144,Villa Luro
128000,45,-34.5978249,-58.4164389,Palermo
138000,67,-34.6045526,-58.4168577,Almagro
74714.23,33,-34.62331997,-58.39746071,Monserrat
95000,45,-34.599627,-58.428249,Villa Crespo
65000,39,-34.6114442,-58.4078192,Balvanera
165000,58,-34.6072012,-58.4191852,Almagro
158000,43,-34.573743,-58.440605,Colegiales
112000,70,-34.636172,-58.361978,Boca
70000,32,-34.59074098,-58.44875308,Chacarita
145000,50,-34.57113778,-58.48076678,Villa Urquiza
65000,50,-34.635621,-58.35884,Boca
219596,83,-34.572721,-58.483565,Villa Urquiza
205000,68,-34.5474472,-58.4588252,Nuñez
74000,34,-34.5958168,-58.4474666,Villa Crespo
81000,43,-34.62385,-58.377764,San Telmo
235000,96,-34.563687,-58.474474,Coghlan
380000,79,-34.5867085,-58.4190988,Palermo
91000,35,-34.55384543,-58.4919051,Saavedra
156000,48,-34.5712553,-58.4810658,Villa Urquiza
147000,61,-34.5520265,-58.453537,Belgrano
129000,84,-34.61183,-58.396822,Balvanera
117800,62,-34.65036136,-58.50525653,Mataderos
179000,58,-34.5629049,-58.4697507,Belgrano
235705,75,-34.6132205,-58.4412194,Caballito
115000,37,-34.5878027,-58.4225687,Palermo
85000,42,-34.60831,-58.418727,Almagro
135000,50,-34.5938512,-58.434005,Villa Crespo
108000,45,-34.605957,-58.396555,Balvanera
149000,64,-34.60904279,-58.48481566,Villa del Parque
158000,46,-34.5432969,-58.46141,Nuñez
85000,43,-34.60280681,-58.48874699,Villa del Parque
99000,44,-34.623697,-58.439687,Caballito
130000,50,-34.6049169,-58.4903979,Villa del Parque
120000,67,-34.6354828,-58.4524269,Flores
82000,42,-34.595231,-58.433864,Villa Crespo
112000,55,-34.6134704,-58.4799462,Villa General Mitre
116996,49,-34.6244303,-58.3741828,San Telmo
115000,44,-34.5832367,-58.4114151,Barrio Norte
112000,35,-34.552745,-58.462983,Nuñez
59500,34,-34.623205,-58.397709,San Cristobal
145000,63,-34.5565631,-58.4683603,Nuñez
85000,38,-34.643737,-58.496761,Villa Luro
135000,45,-34.5804863,-58.4708779,Villa Urquiza
158500,59,-34.5687092,-58.4509432,Belgrano
169000,66,-34.62233989,-58.40853223,San Cristobal
160000,67,-34.5569188,-58.4652614,Belgrano
73800,41,-34.597773,-58.448669,Villa Crespo
92000,43,-34.573193,-58.489264,Villa Urquiza
135000,53,-34.5514317,-58.4646535,Nuñez
224000,45,-34.611573,-58.363668,Puerto Madero
95000,41,-34.6039992,-58.4557837,Villa Crespo
99000,40,-34.6116565,-58.4196847,Almagro
98000,35,-34.60371374,-58.38158089,Belgrano
330000,80,-34.58956021,-58.39474924,Barrio Norte
164959,67,-34.6167403,-58.4430273,Caballito
75000,46,-34.612372,-58.402741,Once
190000,93,-34.5986787,-58.3963347,Barrio Norte
135000,66,-34.5992793,-58.4196508,Almagro
121500,62,-34.63186608,-58.42591524,Boedo
159900,32,-34.5638912,-58.4454157,Belgrano
139900,89,-34.63414641,-58.4801473,Flores
105000,48,-34.6188983,-58.4064858,San Cristobal
73000,33,-34.6736537,-58.4060897,Balvanera
200000,51,-34.5647343,-58.4359178,Palermo
65000,34,-34.6127414,-58.4205789,Almagro
125000,53,-34.59943813,-58.48515594,Villa Devoto
99923.7,33,-34.623337,-58.3977098,San Cristobal
103000,52,-34.617171,-58.369716,San Telmo
99360,35,-34.6148483,-58.4604643,Caballito
144000,56,-34.574391,-58.459483,Colegiales
137400,74,-34.545497,-58.478525,Saavedra
145000,100,-34.629523,-58.4650154,Flores
82000,37,-34.6045547,-58.3802473,San Nicolás
215000,43,-34.59119336,-58.39362565,Recoleta
105000,50,-34.6057129,-58.4308693,Parque Centenario
85500,41,-34.616222,-58.39345,Balvanera
90000,34,-34.5688102,-58.4576087,Belgrano
189000,76,-34.5920907,-58.4055977,Recoleta
115000,65,-34.607684,-58.399239,Once
72000,36,,,
87500,42,-34.63912,-58.521075,Liniers
330000,65,-34.5607738,-58.4606282,Nuñez
290000,97,-34.5845607,-58.4167391,Palermo
170000,47,-34.5888413,-58.3849987,Recoleta
135000,78,-34.5818298,-58.4720836,Villa Urquiza
106020.54,39,-34.6204532,-58.4029587,Congreso
88986.22,42,-34.6321116,-58.3703982,Barracas
115000,54,-34.631467,-58.416577,Boedo
95000,37,-34.5582269,-58.4583569,Belgrano
185000,86,-34.596979,-58.40663,Recoleta
67000,36,-34.6152197,-58.4983578,Monte Castro
93000,53,-34.641047,-58.431323,Parque Chacabuco
150000,56,-34.5784942,-58.4345008,Palermo
82000,31,-34.583758,-58.434155,Palermo
139000,70,-34.607924,-58.374815,Centro / Microcentro
118974,49,-34.6244303,-58.3741828,San Telmo
225000,76,-34.563121,-58.468037,Belgrano
290000,100,-34.60480354,-58.37796934,Barrio Norte
129000,60,-34.56235195,-58.46877821,Coghlan
89500,38,-34.577985,-58.428099,Palermo
122000,80,-34.61382,-58.494344,Villa del Parque
89000,42,-34.647382,-58.4772734,Parque Avellaneda
125000,58,-34.605749,-58.488293,Villa del Parque
98577,41,-34.5688712,-58.4884216,Villa Urquiza
133000,75,-34.6073418,-58.3907693,San Nicolás
99000,42,-34.59933715,-58.48500019,Villa Devoto
110000,48,-34.5942724,-58.4949974,Villa Pueyrredón
102500,42,-34.5997314,-58.4427098,Villa Crespo
118000,40,-34.597144,-58.379851,Centro / Microcentro
142067,48,-34.632079,-58.3703766,Barracas
125000,60,-34.5812589,-58.4563141,Colegiales
130000,53,-34.6404629,-58.5290105,Floresta
79416.75,34,-34.6177615,-58.383662,Monserrat
189000,78,-34.5895459,-58.3973636,Recoleta
313000,92,-34.597769,-58.42644,Villa Crespo
174900,72,-34.624212,-58.404307,San Cristobal
145000,40,-34.5814957,-58.4484175,Colegiales
109990,69,-34.612796,-58.406968,Balvanera
179000,100,-34.617321,-58.439614,Caballito
125000,43,-34.606305,-58.431656,Villa Crespo
166394,55,-34.5731507,-58.482362,Villa Urquiza
91500,48,,,
133000,35,-34.549608,-58.474142,Nuñez
170000,74,-34.59923438,-58.38605882,Centro / Microcentro
57900,65,-34.645224,-58.436024,Parque Chacabuco
79000,38,-34.609387,-58.441622,Caballito
215000,50,-34.5617098,-58.4434293,Belgrano
198000,73,-34.5764801,-58.4944286,Villa Urquiza
170000,68,-34.62080094,-58.4365968,Caballito
139000,74,-34.602209,-58.399969,Balvanera
170000,40,-34.5432969,-58.46141,Nuñez
100000,53,-34.5985571,-58.3840818,Retiro
72000,62,-34.631599,-58.362898,Boca
117600,42,-34.55175999,-58.4910198,Saavedra
126000,50,-34.59770557,-58.41666136,Palermo
150000,60,-34.5577461,-58.4830254,Villa Urquiza
93500,61,-34.625357,-58.3666195,Boca
252000,100,-34.5776851,-58.4243307,Palermo
85500,34,-34.6496586,-58.4606052,Flores
69920,33,-34.5972556,-58.4454984,Villa Crespo
98000,57,-34.599709,-58.469431,Paternal
101244,31,-34.562909,-58.465303,Belgrano
176282.37,69,-34.5538467,-58.4920942,Saavedra
97000,34,-34.5971308,-58.4417361,Villa Crespo
180000,64,-34.5773229,-58.4240065,Palermo
87000,34,-34.60746,-58.43891555,Parque Centenario
89000,37,-34.6182578,-58.4279297,Almagro
259000,85,-34.57190039,-58.47449392,Villa Urquiza
145745.36,47,-34.6321116,-58.3703982,Barracas
232000,93,-34.5959115,-58.3920496,Recoleta
130000,42,-34.563497,-58.465215,Belgrano
149000,75,-34.616592,-58.386776,Monserrat
180000,57,-34.5546255,-58.4559584,Nuñez
82000,38,-34.604495,-58.45602,Villa Crespo
99875,44,-34.6063416,-58.4464868,Caballito
85000,46,-34.625227,-58.457758,Flores
95000,48,-34.552185,-58.485683,Saavedra
134000,40,,,Belgrano
99000,42,-34.56293,-58.456739,Belgrano
178000,64,-34.56322524,-58.44914687,Belgrano
225390,58,-34.639636,-58.507959,Villa Luro
115000,31,-34.5632047,-58.4513922,Belgrano
69670,33,-34.6212158,-58.4035735,San Cristobal
75000,40,,,
110000,40,-34.5693357,-58.485331,Villa Urquiza
165000,63,-34.6275935,-58.4396836,Caballito
180000,63,-34.623771,-58.440083,Caballito
148000,64,-34.5961219,-58.4255006,Palermo
368000,70,-34.59947,-58.364042,Puerto Madero
102458,45,-34.593335,-58.442214,Villa Crespo
230000,76,-34.569682,-58.4557581,Belgrano
88000,42,-34.6003888,-58.4307536,Villa Crespo
100000,73,-34.6946641,-58.4676446,Villa Lugano
144000,69,-34.6154117,-58.4754707,Villa Santa Rita
78500,35,-34.60315215,-58.4092647,Abasto
173350,36,-34.590836,-58.389015,Recoleta
165000,47,-34.600917,-58.442108,Villa Crespo
122000,44,-34.6206226,-58.3684327,San Telmo
149000,80,-34.6116145,-58.4056064,Balvanera
120000,55,-34.616004,-58.470506,Villa General Mitre
145000,58,,,Floresta
76000,34,-34.6177615,-58.383662,Monserrat
83000,35,-34.6027644,-58.4360764,Villa Crespo
112400,43,-34.6077796,-58.4687339,Paternal
200000,68,-34.60662,-58.4304928,Almagro
106630,46,-34.6008099,-58.4109401,Almagro
125000,46,-34.5991285,-58.4449945,Villa Crespo
139500,55,-34.59404892,-58.44378916,Villa Crespo
190000,61,-34.5714065,-58.481306,Villa Urquiza
73000,42,-34.637913,-58.48546,Velez Sarsfield
130000,60,-34.57635282,-58.44152704,Palermo
120000,55,-34.5971598,-58.425678,Almagro
61000,36,-34.6006145,-58.4176768,Almagro
109489,43,-34.6212158,-58.4035735,San Cristobal
240000,82,-34.543593,-58.463359,Nuñez
205200,48,-34.613199,-58.44123,Caballito
290000,77,-34.5392019,-58.46491795,Nuñez
110000,46,-34.637375,-58.4989178,Villa Luro
140000,40,-34.603478,-58.517055,Villa Devoto
111400,33,-34.586418,-58.504636,Villa Pueyrredón
159000,76,-34.6012812,-58.379607,Retiro
129500,48,-34.6274952,-58.4392333,Flores
105042.68,45,-34.5977228,-58.4304234,Villa Crespo
90500,42,-34.6582101,-58.5109039,Mataderos
114000,47,-34.6429726,-58.3737295,Barracas
101185,37,,,Villa Urquiza
66600,35,-34.63099,-58.4201892,Boedo
196500,66,-34.595328,-58.441536,Villa Crespo
169000,49,-34.597769,-58.42644,Villa Crespo
98000,52,-34.644323,-58.493925,Parque Avellaneda
105000,47,-34.57174,-58.475877,Villa Urquiza
106000,34,-34.5859299,-58.4404055,Palermo
180000,49,-34.59625923,-58.3741857,Retiro
92000,53,-34.569588,-58.451257,Belgrano
92000,36,-34.5742364,-58.4882788,Villa Urquiza
259000,94,-34.6036844,-58.3815591,Barrio Norte
265000,73,-34.586921,-58.4187803,Palermo
138000,66,-34.601017,-58.4313746,Villa Crespo
70000,38,-34.609502,-58.411796,Balvanera
250000,72,-34.5596631,-58.4623963,Belgrano
231495,62,-34.6153103,-58.3619834,Puerto Madero
105625,38,-34.6277787,-58.4324062,Caballito
266761.37,81,-34.56822,-58.458337,Belgrano
89412,36,-34.5546524,-58.4936437,Saavedra
80107.33,35,-34.626394,-58.4594467,Flores
178000,72,-34.5543389,-58.4603122,Belgrano
84622.02,40,-34.628026,-58.360072,Boca
96471,36,-34.5538467,-58.4920942,Saavedra
99500,63,-34.6087573,-58.4298324,Almagro
68000,35,-34.61607,-58.43392,Flores
99000,35,-34.542957,-58.46235,Nuñez
170000,69,-34.5936432,-58.4034955,Barrio Norte
150000,65,-34.620947,-58.449528,Caballito
165000,62,-34.59793,-58.3882455,Barrio Norte
81500,35,-34.6047969,-58.454126,Villa Crespo
120000,36,-34.5600393,-58.4667932,Belgrano
105000,45,,,Las Cañitas
210000,57,-34.563779,-58.450937,Belgrano
60000,56,-34.68486405,-58.46110115,Villa Lugano
260000,65,-34.5963548,-58.4091008,Barrio Norte
184300,97,-34.61973,-58.400558,San Cristobal
100000,42,-34.597605,-58.444272,Villa Crespo
154000,41,-34.5542681,-58.4576474,Nuñez
135000,68,-34.598243,-58.498828,Villa del Parque
162000,72,-34.6036844,-58.3815591,Congreso
135000,54,-34.6087654,-58.4390479,Parque Centenario
195000,99,-34.589945,-58.422418,Palermo
79500,36,-34.6053211,-58.4740494,Villa del Parque
248000,96,-34.5591487,-58.4562072,Belgrano
65000,33,-34.6360226,-58.3581979,Boca
69000,32,-34.613661,-58.385339,Monserrat
40842.9,34,-34.60761229,-58.44015243,Parque Centenario
180000,58,-34.6139909,-58.5251083,Villa Devoto
120000,40,-34.5835498,-58.427017,Palermo
114500,52,-34.5545189,-58.4854197,Saavedra
100000,33,-34.5849069,-58.4430006,Palermo
165000,75,-34.6332853,-58.3620255,Boca
168000,76,-34.5642911,-58.4562083,Belgrano
85000,56,-34.632184,-58.408535,Parque Patricios
149000,79,-34.6344407,-58.4747469,Floresta
110000,50,-34.6120144,-58.398354,Congreso
120000,50,-34.56134576,-58.47368124,Belgrano
